ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3981231;Za shinesuko kiddo;1988;1988;Short;;;;Japanese;;Japan;;18
3981232;Za shokkusu: sekai no mokugekisha;1986;1986;Documentary;;;;Japanese;;Japan;7.5;90
3981233;Za shkuretto sh;2007;2007;Drama*Short;;;;Japanese;;Japan;;
3981235;Za shto fuirumuzu: Minna, hajime wa kodomo datta;2008;2008;Comedy*Drama;;;;Japanese;Tokyo, Japan;Japan;;96
3981236;Za sinimi nochami;1983;1983;Drama;;;;Russian;;Soviet Union;;
3981237;Za slobodni Jadran;1982;1982;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;
3981238;Za slobodu;1945;1945;Documentary*Short;;;;Slovak;;Czechoslovakia;;
3981240;Za sovetskuyu rodinu;1937;1937;Action*Drama*War;;;;Russian;;Soviet Union;5.9;73
3981241;Za spichkami;1980;1980;Comedy;502507;132136;91;Finnish*Russian;;Soviet Union*Finland;7.1;
3981242;Za srecu je potrebno troje;1985;1985;Drama*Romance;;;;Serbo-Croatian;;Yugoslavia;7.2;
3981243;Za stolom '29 novembra';1982;1982;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;21
3981244;Za strefa;2009;2009;Drama*Short;;;;Polish;;Poland;;
